CODE_UAI;NUM_SIRET;CODE_ACADEMIE;ACADEMIE;DEPARTEMENT;SIGLE_UAI;NATURE_UAI;PATRONYME;NOM_ETABLISSEMENT;STATUT;CONTRAT_ETABLISSEMENT;ADRESSE_POSTALE;CODE_POSTAL;CODE_INSEE;COMMUNE;TELEPHONE;FAX;SITE_WEB;MAIL;MINISTERE_TUTELLE;INTERNAT;ANNEE_CONSTRUCTION;DATE_MAJ;GEO
0912384X;78516972300018;025;Versailles;91;LGT PR;lycée d'enseignement général et technologique;JEANNE-D'ARC;Lycée général et technologique privé Jeanne d'Arc;privé;lycée privé sous contrat Éducation nationale;31 rue Alfred Leblanc;91220;91103;Brétigny-sur-Orge;0160841124;0160850021;www.jeannedarc-bretigny.fr;ce.0912384X@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.605234854524156, 2.302697837523065
0921592F;19921592200014;025;Versailles;92;LPO LYC METIER;lycée polyvalent;LYCEE-DE-L'OBSERVATOIRE;Lycée polyvalent de l'Observatoire - Lycée des métiers éco-citoyen pour le numérique, le commerce, la restauration et l'alimentation;public;;3 rue Henri Etlin;92360;92048;Meudon;0146015500;;http://www.lyc-cotesdevillebon-meudon.ac-versailles.fr/;ce.0921592F@ac-versailles.fr;Éducation nationale;;1974;2026-03-12;48.7947301776672, 2.2213265281765295
0932116V;19932116700017;024;Créteil;93;LPO LYC METIER;lycée polyvalent;EUGENIE-COTTON;Lycée polyvalent Eugénie Cotton - Lycée des métiers de la création graphique, du numérique et des services de l'entreprise;public;;58 avenue FAIDHERBE;93100;93048;Montreuil;0148587997;0148585695;http://lyceecotton.net/joom3/index.php/fr/;ce.0932116V@ac-creteil.fr;Éducation nationale;;1972;2026-03-12;48.866878653427094, 2.4369279971695375
0931779D;19931779300016;024;Créteil;93;LPO LYC METIER;lycée polyvalent;HORTICULTURE-ET-DU-PAYSAGE-JEANNE-BARET;Lycée polyvalent Jeanne Baret - Lycée des métiers de l'horticulture et du paysage;public;;16 rue PAUL DOUMER;93512;93048;Montreuil;0148704110;;http://www.lyceehorticulture93.fr/;ce.0931779D@ac-creteil.fr;Éducation nationale;;1954;2026-03-12;48.85968843096663, 2.456572927550601
0940585A;19940585300011;024;Créteil;94;LPO LYC METIER;lycée polyvalent;FRANCOIS-MANSART;Lycée polyvalent François Mansart - Lycée des métiers du bois, de l'habitat et du design;public;;25 avenue de la banque;94100;94068;Saint-Maur-des-Fossés;0148834880;;http://lyceemansart.fr/;ce.0940585A@ac-creteil.fr;Éducation nationale;;1990;2026-03-12;48.790607475928766, 2.497342821197465
0770924L;19770924900019;024;Créteil;77;LPO LYC METIER;lycée polyvalent;"JULES-FERRY Campus de Coulommiers""""";Lycée Polyvalent de Coulomiers - Lycée des métiers de l'automobile et des engins motorisés;public;;6 rue des Templiers;77527;77131;Coulommiers;0164758844;0164753000;https://www.campus-coulommiers.eu/;ce.0770924L@ac-creteil.fr;Éducation nationale;Oui;1967;2026-01-14;48.824500986490555, 3.0929269915167716
0952196W;20006116600019;025;Versailles;95;LPO LYC METIER;lycée polyvalent;GUSTAVE-MONOD;Lycée polyvalent Gustave Monod, lycée des métiers de l'ingénierie industrielle;public;;71 avenue de Ceinture;95880;95210;Enghien-les-Bains;0139893241;0134170929;http://www.lyc-polyvalent-monod-enghien.ac-versailles.fr/;ce.0952196W@ac-versailles.fr;Éducation nationale;;1955;2026-03-12;48.97199644141401, 2.2957339788768523
0782602E;19782602700017;025;Versailles;78;LP LYC METIER;lycée professionnel;JEAN-MOULIN;Lycée polyvalent Jean Moulin - Lycée des métiers de l'électro-énergétique;public;;18 RUE DU DOCTEUR AUDIGIER;78150;78158;Le Chesnay-Rocquencourt;0139231680;0139231689;http://www.lyc-moulin-lechesnay.ac-versailles.fr/;ce.0782602E@ac-versailles.fr;Éducation nationale;;1971;2026-03-05;48.826174606347394, 2.1326553990732626
0770945J;19770945400015;024;Créteil;77;LP LYC METIER;lycée professionnel;GUSTAVE-EIFFEL;Lycée professionnel Gustave Eiffel - Lycée des métiers;public;;4 avenue D'ORMES;77130;77482;Varennes-sur-Seine;0164705280;0164705286;http://lyceegustaveeiffel77.fr/;ce.0770945J@ac-creteil.fr;Éducation nationale;Oui;1949;2026-01-16;48.37385618033897, 2.92676770386737
0950164M;19950164400017;025;Versailles;95;EREA;établissement régional d’enseignement adapté;FRANCOISE-DOLTO;Etablissement régional d'enseignement adapté Françoise Dolto;public;;106 rue Roussel;95260;95052;Beaumont-sur-Oise;0139374260;0134701409;http://www.erea-dolto-beaumont.ac-versailles.fr/;ce.0950164M@ac-versailles.fr;Éducation nationale;Oui;;2026-03-12;49.136638719481795, 2.2942799253642345
0782822U;19782822100014;025;Versailles;78;LPO;lycée polyvalent;CORNEILLE;Lycée polyvalent Pierre Corneille;public;;4 avenue Pierre Cormeille;78170;78126;La Celle-Saint-Cloud;0139694003;0139183937;http://www.lyc-corneille-lacelle.ac-versailles.fr/;ce.0782822U@ac-versailles.fr;Éducation nationale;;1965;2026-03-12;48.846219749553725, 2.1370639634984654
0781884Z;19781884200019;025;Versailles;78;LPO;lycée polyvalent;CONDORCET;Lycée polyvalent Condorcet;public;;Allée Condorcet;78520;78335;Limay;0130927272;0130924546;http://www.lyc-condorcet-limay.ac-versailles.fr/;ce.0781884Z@ac-versailles.fr;Éducation nationale;;1991;2026-03-12;48.986012883327085, 1.7509844529392136
0941018W;19941019200017;024;Créteil;94;LPO;lycée polyvalent;EDOUARD-BRANLY;Lycée polyvalent Edouard Branly;public;;33 rue DU PETIT BOIS;94000;94028;Créteil;0143393475;0143394534;http://www.branly.fr/;ce.0941018W@ac-creteil.fr;Éducation nationale;;1969;2026-01-26;48.783884965626555, 2.4669439734030068
0941413A;19941413700018;024;Créteil;94;LPO;lycée polyvalent;LÉON-BLUM;Lycée polyvalent Léon Blum;public;;5 rue JEAN GABIN;94000;94028;Créteil;0148992248;0148999980;http://lyceeblumcreteil.over-blog.com/;ce.0941413A@ac-creteil.fr;Éducation nationale;;1977;2026-01-24;48.77979890015114, 2.445193431335082
0940580V;19940580400014;024;Créteil;94;LPO;lycée polyvalent;"LYCEE-POLYVALENT-DIT-CAMPUS""""";Lycée Polyvalent de Cachan;public;;63 avenue du Président Wilson;94230;94016;Cachan;0147404720;;http://lyceedecachan.fr/;ce.0940580V@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.78867682535173, 2.324774506773462
0932048W;19932048200011;024;Créteil;93;LPO;lycée polyvalent;BLAISE-CENDRARS;Lycée polyvalent Blaise Cendrars;public;;12 avenue LEON JOUHAUX;93270;93071;Sevran;0149362050;0143856131;http://lyceeblaisecendrars.blogspot.com/;ce.0932048W@ac-creteil.fr;Éducation nationale;;1993;2026-03-12;48.939573054461775, 2.5387766314700504
0750651A;19750651200015;001;Paris;75;LPO;lycée polyvalent;SIMONE-WEIL;Lycée polyvalent Simone Weil;public;;7 rue de Poitou;75003;75103;Paris 3e Arrondissement;0148873774;0148871535;https://lyc-simone-weil.ac-paris.fr/;ce.0750651A@ac-paris.fr;Éducation nationale;;1720;2026-03-12;48.86135218900356, 2.3640346171235267
0911037H;19911037000020;025;Versailles;91;LP LYC METIER;lycée professionnel;ANDRÉ-MARIE-AMPÈRE;Lycée professionnel André-Marie Ampère, Lycée des métiers du numérique et de la transition énergétique;public;;12 bis route du Bois Pommier;91390;91434;Morsang-sur-Orge;0169040434;0169049056;http://www.lyc-ampere-morsang.ac-versailles.fr/;ce.0911037H@ac-versailles.fr;Éducation nationale;;2001;2026-03-12;48.657926614138525, 2.3455129989799697
0930846P;19930846100011;024;Créteil;93;LP LYC METIER;lycée professionnel;VOILLAUME (PROFESSIONNEL);Lycée professionnel Voillaume;public;;136 rue DE MITRY;93601;93005;Aulnay-sous-Bois;0148193193;0148694573;https://www.lyceevoillaume.fr;ce.0930846P@ac-creteil.fr;Éducation nationale;;1962;2026-02-22;48.94454426421222, 2.5082514034395587
0930136T;19930136700017;024;Créteil;93;LP LYC METIER;lycée professionnel;CLAUDE-NICOLAS-LEDOUX;Lycée polyvalent Claude-Nicolas Ledoux - Lycée des métiers du bâtiment, des travaux publics et de la menuiserie;public;;1 boulevard de Paris;93320;93057;Les Pavillons-sous-Bois;0148503200;0148503201;http://ledoux-ebtp.com/;ce.0930136T@ac-creteil.fr;Éducation nationale;;1950;2026-01-13;48.913886445675615, 2.4919661979623395
0910727W;19910727700014;025;Versailles;91;LPO LYC METIER;lycée polyvalent;PARC-DE-VILGÉNIS;Lycée polyvalent Parc de Vilgenis, lycée des métiers du numérique, de l'industrie et des services;public;;80 rue de Versailles;91300;91377;Massy;0169537400;0169537427;http://www.lyc-vilgenis-massy.ac-versailles.fr/;ce.0910727W@ac-versailles.fr;Éducation nationale;;1967;2026-03-12;48.73154786458686, 2.254524266984075
0951048Y;77567877400156;025;Versailles;95;LGT PR;lycée d'enseignement général et technologique;TORAT-EMET;Lycée général et technologique privé Torat Emet;privé;lycée privé sous contrat Éducation nationale;14 avenue Charles Péguy;95200;95585;Sarcelles;0139909628;0134192509;;ilana.bueno@ozarhatorah.com;Éducation nationale;;;2026-03-12;48.98121393079114, 2.3754744706076707
0951940T;83111242000011;025;Versailles;95;LGT PR;lycée d'enseignement général et technologique;OZAR-HATORAH;Lycée général et technologique privé Ozar Hatorah;privé;lycée privé sous contrat Éducation nationale;1 rue Jean Lurcat;95200;95585;Sarcelles;0139907989;0139900066;;directeur.osg@gmail.com;Éducation nationale;;;2026-03-12;48.98278214553531, 2.389436317382865
0921484N;78535510800016;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;MONTALEMBERT;Lycée général et technologique privé Montalembert;privé;lycée privé sous contrat Éducation nationale;238 boulevard Saint Denis;92400;92026;Courbevoie;0146671300;0143338302;;ce.0921484N@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.90302861967005, 2.2757668561162783
0782593V;19782593800016;025;Versailles;78;LP;lycée professionnel;JEAN-PERRIN;Lycée professionnel Jean Perrin;public;;1 rue LUCIEN SAMPAIX;78210;78545;Saint-Cyr-l'École;0130451012;0130458177;http://www.lyc-perrin-st-cyr.ac-versailles.fr/;ce.0782593V@ac-versailles.fr;Éducation nationale;;1963;2026-03-05;48.802860621963646, 2.05957275024228
0921505L;19921505400016;025;Versailles;92;LP;lycée professionnel;LOUIS-DARDENNE;Lycée professionnel Louis Dardenne;public;;25 rue Louis Dardenne;92170;92075;Vanves;0147363407;0147360809;http://www.lyc-dardenne-vanves.ac-versailles.fr/;ce.0921505L@ac-versailles.fr;Éducation nationale;;1972;2026-03-12;48.82002327168077, 2.2878443117179637
0750775K;19750775900011;001;Paris;75;LP;lycée professionnel;GUSTAVE-FERRIÉ;Lycée professionnel Gustave Ferrié;public;;7 rue DES ECLUSES ST MARTIN;75010;75110;Paris 10e Arrondissement;0142021955;0142029081;https://www.ac-paris.fr/serail/jcms/s2_1555831/fr/lycee-gustave-ferrie;ce.0750775K@ac-paris.fr;Éducation nationale;;1963;2026-01-14;48.87648795717409, 2.367405677134921
0770944H;19770944700019;024;Créteil;77;LP;lycée professionnel;AUGUSTE-PERDONNET;Lycée professionnel Auguste Perdonnet;public;;1 allée du Château;77400;77464;Thorigny-sur-Marne;0160075040;0160072374;https://perdonnet.fr/;ce.0770944H@ac-creteil.fr;Éducation nationale;Oui;1991;2026-01-16;48.88732929973339, 2.7281192981058764
0750419Y;19750419400014;001;Paris;75;LP;lycée professionnel;CAMILLE-JENATZY;Lycée professionnel Mécanique automobile Camille Jenatzy;public;;6 rue CHARLES HERMITE;75018;75118;Paris 18e Arrondissement;0140378540;0140341024;https://www.ac-paris.fr/serail/jcms/s2_1810047/fr/lycee-camille-jenatzy-mecanique-et-logistique;ce.0750419Y@ac-paris.fr;Éducation nationale;;1938;2026-01-13;48.89989073520686, 2.368535829636344
0920130S;19920130200015;025;Versailles;92;LGT;lycée d'enseignement général et technologique;RENÉ-DESCARTES;Lycée général et technologique Descartes;public;;1 AVENUE LAVOISIER;92761;92002;Antony;0146114980;0140968702;http://www.lyc-descartes-antony.ac-versailles.fr/;ce.0920130S@ac-versailles.fr;Éducation nationale;;1961;2026-01-20;48.749504855852706, 2.3132139028518757
0920132U;19920132800010;025;Versailles;92;LGT;lycée d'enseignement général et technologique;ALBERT-CAMUS;Lycée général et technologique Albert Camus;public;;131 rue PIERRE JOIGNEAUX;92270;92009;Bois-Colombes;0142426979;0142429939;;ce.0920132U@ac-versailles.fr;Éducation nationale;;1957;2026-01-16;48.91063016567943, 2.2596680663599003
0781898P;19781898200013;025;Versailles;78;LGT;lycée d'enseignement général et technologique;CHARLES-DE-GAULLE;Lycée général et technologique Charles de Gaulle;public;;10 rue Gustave Eiffel;78306;78498;Poissy;0139117711;0139111425;http://www.lyc-cdg-poissy.ac-versailles.fr/;ce.0781898P@ac-versailles.fr;Éducation nationale;;1991;2026-03-12;48.946813146880004, 2.0620244126996594
0920138A;19920138500028;025;Versailles;92;LGT;lycée d'enseignement général et technologique;PAUL-LAPIE;Lycée général et technologique Paul Lapie;public;;5 boulevard Aristide Briand;92401;92026;Courbevoie;0141880370;0141880365;http://www.lyc-lapie-courbevoie.ac-versailles.fr/;ce.0920138A@ac-versailles.fr;Éducation nationale;;1933;2024-07-04;48.899480336654825, 2.258061527632669
0911913K;19911913200017;025;Versailles;91;LGT;lycée d'enseignement général et technologique;VALLÉE-DE-CHEVREUSE (DE LA);Lycée général et technologique Vallée de Chevreuse;public;;8 rue de Madrid;91192;91272;Gif-sur-Yvette;0169188700;0169829596;http://www.lyc-chevreuse-gif.ac-versailles.fr/;ce.0911913K@ac-versailles.fr;Éducation nationale;;1987;2026-03-12;48.70042148470852, 2.0973454992825578
0950651S;19950651000015;025;Versailles;95;LGT;lycée d'enseignement général et technologique;JACQUES-PRÉVERT;Lycée général et technologique Jacques Prévert;public;;23 CHEMIN VERT DE BOISSY;95150;95607;Taverny;0139953225;0130407430;http://www.lyc-prevert-taverny.ac-versailles.fr/;ce.0950651S@ac-versailles.fr;Éducation nationale;;1974;2024-05-31;49.01489300557792, 2.2107325269635
0922397F;19920161700032;025;Versailles;92;LGT;lycée d'enseignement général et technologique;EUGÈNE-IONESCO;Lycée général et technologique Eugène Ionesco;public;;152 avenue de Verdun;92130;92040;Issy-les-Moulineaux;0141461290;0147367626;http://www.lyc-ionesco-issy.ac-versailles.fr/;ce.0922397F@ac-versailles.fr;Éducation nationale;;2007;2026-03-12;48.81896567222237, 2.253789332325514
0770933W;19770933000017;024;Créteil;77;LGT;lycée d'enseignement général et technologique;JACQUES-AMYOT;Lycée général et technologique Jacques Amyot;public;;6 bis rue Michelet;77000;77288;Melun;0164714700;0164714704;http://www.lyceejamyot-melun.fr;ce.0770933W@ac-creteil.fr;Éducation nationale;Oui;1954;2026-01-30;48.545460734625166, 2.659210751824193
0750648X;19750648800018;001;Paris;75;LGT;lycée d'enseignement général et technologique;VICTOR-HUGO;Lycée général et technologique Victor Hugo;public;;27 rue de Sévigné;75003;75103;Paris 3e Arrondissement;0149964160;0149964163;https://lyc-victor-hugo.ac-paris.fr/;ce.0750648X@ac-paris.fr;Éducation nationale;;1897;2026-03-12;48.85751187081702, 2.363169676401168
0931585T;19931585400018;024;Créteil;93;LGT;lycée d'enseignement général et technologique;ANDRÉ-BOULLOCHE;Lycée général et technologique André Boulloche;public;;18 boulevard GUTENBERG;93190;93046;Livry-Gargan;0156469000;0156469005;https://www.lyceeboulloche.com/;ce.0931585T@ac-creteil.fr;Éducation nationale;;;2026-03-04;48.912601851382945, 2.5195514632061218
0783325R;30570987500010;025;Versailles;78;LPO PR;lycée polyvalent;SAINT-VINCENT-DE-PAUL;Lycée polyvalent privé Saint Vincent de Paul;privé;lycée privé sous contrat Éducation nationale;44 avenue de Saint-Cloud;78000;78646;Versailles;0130214203;0130212112;;ce.0783325R@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.80485717440169, 2.13493658843343
0750660K;19750660300012;001;Paris;75;LG;lycée d'enseignement général;FÉNELON;Lycée général Fénelon;public;;2 rue de l'Eperon;75006;75106;Paris 6e Arrondissement;0144411888;0143264004;https://www.ac-paris.fr/serail/jcms/s2_1470075/fr/accueil;ce.0750660K@ac-paris.fr;Éducation nationale;;1863;2026-03-12;48.853251977501536, 2.340812500406945
0750682J;19750682700017;001;Paris;75;LG;lycée d'enseignement général;RODIN;Lycée général et technologique Rodin;public;;19 RUE CORVISART;75013;75113;Paris 13e Arrondissement;0155431000;0155431001;https://www.ac-paris.fr/serail/jcms/s2_111988/accueil;ce.0750682J@ac-paris.fr;Éducation nationale;;1930;2026-02-09;48.83256989645171, 2.347148550517291
0783549J;19782554000010;025;Versailles;78;LG;lycée d'enseignement général;INTERNATIONAL;Lycée d'enseignement général International;public;;Rue DU FER A CHEVAL;78101;78551;Saint-Germain-en-Laye;0139109411;0139109404;http://www.lycee-international.ac-versailles.fr/;ce.0783549J@ac-versailles.fr;Éducation nationale;;1952;2024-05-31;48.8963686930177, 2.062704137075714
0753887T;78444836700036;001;Paris;75;LG PR;lycée d'enseignement général;BOSSUET-NOTRE-DAME;Lycée privé Bossuet-Notre-Dame;privé;lycée privé sous contrat Éducation nationale;17 rue Yves Toudic;75010;75110;Paris 10e Arrondissement;0142080147;0140030827;http://www.bossuetnotredame.fr/bnd/;ce.0753887T@ac-paris.fr;Éducation nationale;;;2026-03-12;48.87042685335277, 2.363244903995256
0753840S;57222293300010;001;Paris;75;LG PR;lycée d'enseignement général;STANISLAS;Enseignement privé Stanislas (Ecole secondaire privée);privé;lycée privé sous contrat Éducation nationale;22 rue Notre-Dame des Champs;75006;75106;Paris 6e Arrondissement;0142848800;0142848853;http://www.stanislas.fr/;secretariat.lycee@stanislas.fr;Éducation nationale;;;2026-03-12;48.845597026381995, 2.327789770055034
0911844K;78457345300023;025;Versailles;91;LG PR;lycée d'enseignement général;RUDOLF-STEINER;Lycée d'enseignement général privé Rudolf Steiner;privé;lycée privé sous contrat Éducation nationale;62 rue de Paris;91370;91645;Verrières-le-Buisson;0160113812;0160110353;;ce.0911844K@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.73921682801696, 2.2442551101894015
0752937K;31977275200030;001;Paris;75;LG PR;lycée d'enseignement général;EIB-ETOILE;Ecole Internationale Bilingue section étoile;privé;lycée privé sous contrat Éducation nationale;9 rue Villaret de Joyeuse;75017;75117;Paris 17e Arrondissement;0145633073;0145623605;;ce.0752937K@ac-paris.fr;Éducation nationale;;;2026-03-12;48.87703315716349, 2.2899812641584036
0771232W;78494236900033;024;Créteil;77;LG PR;lycée d'enseignement général;SAINT-ASPAIS-JEANNE-D'ARC;Lycée général privé ICEF Saint-Aspais;privé;lycée privé sous contrat Éducation nationale;18 boulevard André Maginot;77300;77186;Fontainebleau;0164222489;;;ce.0771232W@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.40592416746884, 2.6894676570879184
